object_id,object_type,lat,lon,current_name,suggested_name,suggested_action,suggestion_reason,issue_count,issue_types,candidate_names,province,road,address,osm_id,osm_name,google_place_id,source_datasets,reviewed_name,review_status,review_note,ai_suggested_name,ai_confidence,ai_reason
vn-toll-results-76d3e5c63fb60c,toll_station,10.82501,106.602115,Trạm thu phí Đường số 7,Trạm thu phí Đường số 7,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Đường số 7 | Trạm thu phí Đường số 7,,,"RJG2+2R5 Trạm Thu phí Đường số 7, Đ. Số 7, Bình Tân, Hồ Chí Minh, Việt Nam",,,ChIJfdQ3FAArdTER9lct2LrbXHY,colleague_google_maps_results,,,,,,
vn-toll-results-292365965dc6de,toll_station,20.70211,105.912933,Trạm thu phí Đại Xuyên 2,Trạm thu phí Đại Xuyên 2,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Đại Xuyên 2 | Trạm thu phí Đại Xuyên 2,,,"PW27+R5V Trạm Thu phí Đại Xuyên 2, Đại Xuyên, Hà Nội, Việt Nam",,,ChIJh7zXQ8jJNTERIOiXlEloikU,colleague_google_maps_results,,,,,,
vn-toll-results-bbbbbeef41c550,toll_station,21.213758,105.801742,Trạm phát vé lối vào ga nội địa sân bay Nội Bài,Trạm phát vé lối vào ga nội địa sân bay Nội Bài,keep,current name is acceptable by rules,1,missing_province_context,Trạm phát vé lối vào ga nội địa sân bay Nội Bài | Trạm phát vé lối vào ga nội địa sân bay Nội Bài,,,"6R72+GM5 Trạm phát vé lối vào ga nội địa sân bay Nội Bài, Nội Bài, Hà Nội, Việt Nam",,,ChIJyeatpwwDNTERsYjOsOY2inI,colleague_google_maps_results,,,,,,
vn-toll-results-f4ed6158c3a30d,toll_station,10.547452,106.372365,Trạm thu phí Tân An,Trạm thu phí́ Tân An,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Tân An | Trạm thu phí Tân An,,,"G9WC+XWQ Trạm thu phí Tân An, Khánh Hậu, Tây Ninh, Việt Nam",,,ChIJq6q6WyDICjERZshslEYTH5c,colleague_google_maps_results,,,,,,
vn-toll-results-c17a2376b0cb89,toll_station,10.776661,106.92935,Trạm thu phí 319 KCN CNC Long Thành,Trạm thu phí 319 KCN CNC Long Thành,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí 319 KCN CNC Long Thành | Trạm thu phí 319 KCN CNC Long Thành,,,"Khu Công Nghiệp Công Nghệ Cao, Long Thành, Đồng Nai, Việt Nam",,,ChIJa4eyIQAfdTER7JnppF3hFtY,colleague_google_maps_results,,,,,,
vn-toll-results-d7533fd75a68cf,toll_station,10.660946,106.723442,Trạm thu phí 4,Trạm thu phí 4,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí 4 | Trạm thu phí 4,,,"155 Đ. Nguyễn Văn Tạo, Ấp 3, Hiệp Phước, Hồ Chí Minh, Việt Nam",,,ChIJsfOGGgAxdTERSvArJutahHE,colleague_google_maps_results,,,,,,
vn-toll-results-fbc3025936ef80,toll_station,10.653937,106.938063,Trạm thu phí 5,Trạm thu phí 5,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí 5 | Trạm thu phí 5,,,"MW3Q+H6 Trạm thu phí 5, Phước An, Đồng Nai, Việt Nam",,,ChIJFe9TeAAXdTERxZ4fVbGjraE,colleague_google_maps_results,,,,,,
vn-toll-results-e2c61b4e755938,toll_station,10.663812,106.971937,Trạm thu phí 6,Trạm thu phí 6,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí 6 | Trạm thu phí 6,,,"MX7C+GQ Trạm thu phí 6, Phước An, Đồng Nai, Việt Nam",,,ChIJucRFcgAXdTERta8uCWN2-Bs,colleague_google_maps_results,,,,,,
vn-toll-results-bded8a9f2a57c8,toll_station,10.730745,106.610549,Trạm thu phí An Lạc,Trạm thu phí An Lạc,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí An Lạc | Trạm thu phí An Lạc,,,"Đ. Kinh Dương Vương, An Lạc, Hồ Chí Minh, Việt Nam",,,ChIJ1W97kMEtdTERgWOGPdhgsus,colleague_google_maps_results,,,,,,
vn-toll-results-6ff2252e49786b,toll_station,18.706686,105.613888,Trạm thu phí BOT,Trạm thu phí BOT,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí BOT | Trạm thu phí BOT,,,"PJ47+MH Trạm thu phí BOT, Hưng Nguyên, Nghệ An, Việt Nam",,,ChIJTVOZCQDPOTERrPXeFifrN7I,colleague_google_maps_results,,,,,,
vn-toll-results-3a563783bca3f4,toll_station,10.661281,106.55914,Trạm thu phí Bình Chánh,Trạm thu phí Bình Chánh,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Bình Chánh | Trạm thu phí Bình Chánh,,,"B19/31A Ấp 2, Bình Chánh, Hồ Chí Minh, Việt Nam",,,ChIJvcbsRQAzdTERORzYrgm1LZA,colleague_google_maps_results,,,,,,
vn-toll-results-f0dbe8703fe60a,toll_station,20.124809,105.851581,Trạm thu phí Bắc Bỉm Sơn,Trạm thu phí Bắc Bỉm Sơn,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Bắc Bỉm Sơn | Trạm thu phí Bắc Bỉm Sơn,,,"Trạm thu phí Bỉm Sơn, Khu phố 7, Quang Trung, Thanh Hóa, Việt Nam",,,ChIJec1-OqBjNjERU8j0m8WxXwU,colleague_google_maps_results,,,,,,
vn-toll-results-f54373378a0b16,toll_station,20.28872,106.014311,Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ,Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ | Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ,,,"ĐCT Cầu Giẽ - Ninh Bình, Ý Yên, Ninh Bình, Việt Nam",,,ChIJeUIzVwF3NjER3FD5EFmlhBA,colleague_google_maps_results,,,,,,
vn-toll-results-951e281d14350c,toll_station,10.502437,105.494554,Trạm thu phí Cầu Mỹ Luông,Trạm thu phí Cầu Mỹ Luông,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Mỹ Luông | Trạm thu phí Cầu Mỹ Luông,,,"GF2V+XRF Trạm thu phí Cầu Mỹ Luông, Cầu Mỹ Luông - Tấn Mỹ, Long Điền, An Giang, Việt Nam",,,ChIJDefxTwBtCjERg-n6ITe0UYw,colleague_google_maps_results,,,,,,
vn-toll-results-48248f4a436b06,toll_station,21.878211,104.675454,Trạm thu phí IC14,Trạm thu phí IC14,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí IC14 | Trạm thu phí IC14,,,"Mậu A, Lào Cai, Việt Nam",,,ChIJgSq67xNKMzERkbR7xTnnNF0,colleague_google_maps_results,,,,,,
vn-toll-results-4b51c698d91be4,toll_station,21.35819,105.605608,Trạm thu phí IC4,Trạm thu phí IC4,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí IC4 | Trạm thu phí IC4,,,"Tam Dương, Phú Thọ, Việt Nam",,,ChIJ3SkS1oLlNDERZrzwFGNNma8,colleague_google_maps_results,,,,,,
vn-toll-results-df25b7187cd049,toll_station,20.707464,105.917503,Trạm thu phí KCN HANSSIP,Trạm thu phí KCN HANSSIP,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí KCN HANSSIP | Trạm thu phí KCN HANSSIP,,,"PW49+X2 Trạm thu phí KCN HANSSIP, Đại Xuyên, Hà Nội, Việt Nam",,,ChIJGZf3HgDJNTERgls3IwUhExk,colleague_google_maps_results,,,,,,
vn-toll-results-b81e9e3b43b716,toll_station,20.539974,105.948268,Trạm thu phí Liêm Tuyền,Trạm thu phí Liêm Tuyền,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Liêm Tuyền | Trạm thu phí Liêm Tuyền,,,"GWQX+X8J Trạm thu phí Liêm Tuyền, CT01, Liêm Tuyền, Ninh Bình, Việt Nam",,,ChIJp4cuX1vPNTERfhCXa9DHEiA,colleague_google_maps_results,,,,,,
vn-toll-results-67a6e410a10e41,toll_station,20.540081,105.947552,Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý),Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý) | Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý),,,"Trạm thu phí Liêm Tuyền, ĐCT Cầu Giẽ - Ninh Bình, Liêm Tuyền, Ninh Bình, Việt Nam",,,ChIJX0d8JADPNTERNfXXI-J7_eE,colleague_google_maps_results,,,,,,
vn-toll-results-16c530e1f92491,toll_station,20.538149,105.947656,Trạm thu phí Liêm Tuyền (Lối vào đi nam),Trạm thu phí Liêm Tuyền (Lối vào đi nam),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Liêm Tuyền (Lối vào đi nam) | Trạm thu phí Liêm Tuyền (Lối vào đi nam),,,"Trạm thu phí Liêm Tuyền, ĐCT Cầu Giẽ - Ninh Bình, Phủ Lý, Ninh Bình, Việt Nam",,,ChIJ4fIbJQDPNTERcX6RO0Fqwv8,colleague_google_maps_results,,,,,,
vn-toll-results-cf024083593b52,toll_station,10.660347,106.726839,Trạm thu phí Long Thới,Trạm thu phí Long Thới,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Long Thới | Trạm thu phí Long Thới,,,"kề, 159a Đ. Nguyễn Văn Tạo, Hiệp Phước, Hồ Chí Minh, Việt Nam",,,ChIJSwDbQ8wxdTERbZYKXC_XqDA,colleague_google_maps_results,,,,,,
vn-toll-results-fe4d3c24e951ab,toll_station,10.786715,106.830901,Trạm thu phí Long Trường,Trạm thu phí Long Trường,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Long Trường | Trạm thu phí Long Trường,,,"QRPJ+M9 Trạm thu phí Long Trường, Long Trường, Hồ Chí Minh, Việt Nam",,,ChIJ2-v8YwAhdTER5qg5rg_4Cbg,colleague_google_maps_results,,,,,,
vn-toll-results-a77105c244cb59,toll_station,10.859563,107.235763,Trạm thu phí Nút giao Cẩm Mỹ,Trạm thu phí Nút giao Cẩm Mỹ,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Nút giao Cẩm Mỹ | Trạm thu phí Nút giao Cẩm Mỹ,,,"V65P+R8C Trạm thu phí Nút giao Cẩm Mỹ, Hàng Gòn, Đồng Nai, Việt Nam",,,ChIJa5P-CgD_dDERlPeEVlckStI,colleague_google_maps_results,,,,,,
vn-toll-results-1c45c3fd6f4111,toll_station,10.896345,107.421286,Trạm thu phí Nút giao Xuân Lộc,Trạm thu phí Nút giao Xuân Lộc,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Nút giao Xuân Lộc | Trạm thu phí Nút giao Xuân Lộc,,,"VCWC+GGM Trạm thu phí Nút giao Xuân Lộc, Xuân Hòa, Đồng Nai, Việt Nam",,,ChIJpeO7MABTdDERdRv4Qd5Z27Q,colleague_google_maps_results,,,,,,
vn-toll-results-c52faf9b348b92,toll_station,11.627912,108.898875,Trạm thu phí Phan Rang,Trạm thu phí Phan Rang,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Phan Rang | Trạm thu phí Phan Rang,,,"JVHX+7C Trạm thu phí Phan Rang, Đô Vinh, Khánh Hòa, Việt Nam",,,ChIJFQ-PawDZcDER1ldgiCSrVRg,colleague_google_maps_results,,,,,,
vn-toll-results-70c775f8a4e694,toll_station,10.791609,106.80744,Trạm thu phí Phú Hữu,Trạm thu phí Phú Hữu,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Phú Hữu | Trạm thu phí Phú Hữu,,,"QRR4+JXW Trạm thu phí Phú Hữu, Đường Nguyễn Thị Tư, Long Trường, Hồ Chí Minh, Việt Nam",,,ChIJDwxsn68mdTERj4YW6TMlL9M,colleague_google_maps_results,,,,,,
vn-toll-results-44baec63600db9,toll_station,11.564076,106.953961,Trạm thu phí Quốc lộ 14 - BP,Trạm thu phí Quốc lộ 14 - BP,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Quốc lộ 14 - BP | Trạm thu phí Quốc lộ 14 - BP,,,"QL14, Đồng Tâm, Đồng Nai, Việt Nam",,,ChIJ4WEKLCpgczERq21nZqrauqQ,colleague_google_maps_results,,,,,,
vn-toll-results-4e016e7a8a920c,toll_station,21.094946,105.964594,Trạm thu phí Quốc lộ 1A,Trạm thu phí Quốc lộ 1A,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Quốc lộ 1A | Trạm thu phí Quốc lộ 1A,,,"AH1, Từ Sơn, Bắc Ninh, Việt Nam",,,ChIJb9O-qf4HNTERaYE-uF8T5Ss,colleague_google_maps_results,,,,,,
vn-toll-results-e34a65c079e78f,toll_station,10.903162,106.844208,Trạm thu phí Quốc lộ 1A,Trạm thu phí Quốc lộ 1A,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Quốc lộ 1A | Trạm thu phí Quốc lộ 1A,,,"Đ. Võ Nguyên Giáp, Long Hưng, Đồng Nai, Việt Nam",,,ChIJNbj4UhjfdDERqNT20k4RiWs,colleague_google_maps_results,,,,,,
vn-toll-results-3daee83ecd2a3e,toll_station,21.457198,106.295906,Trạm thu phí Quốc Lộ,Trạm thu phí Quốc Lộ,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Quốc Lộ | Trạm thu phí Quốc Lộ,,,"Tuấn Sơn, Lạng Sơn, Việt Nam",,,ChIJnz_BJVlCNTER4tr8JHkc_oc,colleague_google_maps_results,,,,,,
vn-toll-results-fa75fee205f2ec,toll_station,20.000406,105.770482,Trạm thu phí Tống Sơn (Hà Lĩnh cũ),Trạm thu phí Tống Sơn (Hà Lĩnh cũ),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Tống Sơn (Hà Lĩnh cũ) | Trạm thu phí Tống Sơn (Hà Lĩnh cũ),,,"2Q29+8M5 Trạm thu phí Tống Sơn (Hà Lĩnh cũ), Thanh Xá 1, Tống Sơn, Thanh Hóa, Việt Nam",,,ChIJ_29QMQCLNjEROlAZQKaAhTA,colleague_google_maps_results,,,,,,
vn-toll-results-0e3b2adaf70013,toll_station,11.304399,108.725077,Trạm thu phí Vĩnh Hảo,Trạm thu phí Vĩnh Hảo,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Vĩnh Hảo | Trạm thu phí Vĩnh Hảo,,,"8P3G+Q2 Trạm thu phí Vĩnh Hảo, Vĩnh Hảo, Lâm Đồng, Việt Nam",,,ChIJB0jSOgDXdjERI384Tv4ydbw,colleague_google_maps_results,,,,,,
vn-toll-results-6783d7fc7181dc,toll_station,10.2664,105.874324,Trạm thu phí cầu Nguyễn Huệ,Trạm thu phí cầu Nguyễn Huệ,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí cầu Nguyễn Huệ | Trạm thu phí cầu Nguyễn Huệ,,,"7V8F+HP4 Trạm thu phí cầu Nguyễn Huệ, Phú Hựu, Đồng Tháp, Việt Nam",,,ChIJrbP-fQCBCjERSK2VsGAi8qs,colleague_google_maps_results,,,,,,
vn-toll-results-3fe3affe0cc9b6,toll_station,10.408434,105.859615,Trạm thu phí cầu Thanh Mỹ,Trạm thu phí cầu Thanh Mỹ,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí cầu Thanh Mỹ | Trạm thu phí cầu Thanh Mỹ,,,"Cầu Thanh Mỹ - Mỹ Lợi B, Thanh Mỹ, Đồng Tháp, Việt Nam",,,ChIJm1sxGgCJCjERkEwQYcl6_DU,colleague_google_maps_results,,,,,,
vn-toll-results-e676b2fb54426d,toll_station,21.583927,105.865876,Trạm thu phí cầu treo Huống,Trạm thu phí cầu treo Huống,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí cầu treo Huống | Trạm thu phí cầu treo Huống,,,"Linh Sơn, Thái Nguyên, Việt Nam",,,ChIJIW346qImNTERdk_E_2ZmZOk,colleague_google_maps_results,,,,,,
vn-toll-results-77badfc41b20d1,toll_station,10.902997,106.843788,Trạm thu phí cầu Đồng Nai,Trạm thu phí cầu Đồng Nai,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí cầu Đồng Nai | Trạm thu phí cầu Đồng Nai,,,"Biên Hòa, Đồng Nai, Việt Nam",,,ChIJP3S7RBjfdDEREpJTDd1Qo8g,colleague_google_maps_results,,,,,,
vn-toll-results-902e161ae6a10c,toll_station,14.043348,109.027487,Trạm thu phí nút giao ĐT.634,Trạm thu phí nút giao ĐT.634,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí nút giao ĐT.634 | Trạm thu phí nút giao ĐT.634,,,"22VH+V38 Trạm thu phí nút giao ĐT.634, ĐT634, Hòa Hội, Gia Lai, Việt Nam",,,ChIJ29ZJHgA7bzERYasrs7Cb_Ws,colleague_google_maps_results,,,,,,
vn-toll-results-50257b7477bc9a,toll_station,10.660289,106.654482,Trạm thu phí số 03,Trạm thu phí số 03,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí số 03 | Trạm thu phí số 03,,,"C15 Hẻm B2, Hưng Long, Hồ Chí Minh, Việt Nam",,,ChIJ8YvCIQAxdTERytYuxitTu1w,colleague_google_maps_results,,,,,,
vn-toll-results-7c4a93dd56bb9f,toll_station,11.031479,106.7755,Trạm thu phí số 3,Trạm thu phí số 3,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí số 3 | Trạm thu phí số 3,,,"2QHF+4VP Trạm thu phí số 3, ĐT747, Tân Hiệp, Hồ Chí Minh, Việt Nam",,,ChIJXxHPWwDbdDERYXCofK702_w,colleague_google_maps_results,,,,,,
vn-toll-results-329cb8981a939e,toll_station,10.393306,106.143552,Trạm thu phí tuyến tránh TX Cai Lậy,Trạm thu phí tuyến tránh TX Cai Lậy,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí tuyến tránh TX Cai Lậy | Trạm thu phí tuyến tránh TX Cai Lậy,,,"94VV+8CF Trạm thu phí tuyến tránh TX Cai Lậy, Đ. Tránh TX Cai Lậy, Cai Lậy, Đồng Tháp, Việt Nam",,,ChIJt8mV6EWXCjEReyH9gN75B5E,colleague_google_maps_results,,,,,,
vn-toll-results-6539ebfe9288e9,toll_station,17.939489,106.477189,Trạm thu phí Đèo Ngang,Trạm thu phí Đèo Ngang,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Đèo Ngang | Trạm thu phí Đèo Ngang,,,"QL1A, Vĩnh Hải, Phú Trạch, Quảng Trị, Việt Nam",,,ChIJY_BTcgWDODEReOTVIvinUXE,colleague_google_maps_results,,,,,,
vn-toll-results-70491e7c25f059,toll_station,10.879647,106.911861,Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân (Trạm Phước Tân),Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân (Trạm Phước Tân),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân (Trạm Phước Tân) | Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân (Trạm Phước Tân),,,"Đường chuyên dùng Phước Tân, Phước Tân, Đồng Nai, Việt Nam",,,ChIJU41bwk7fdDERk9sXrKCcP08,colleague_google_maps_results,,,,,,
vn-toll-results-c86839a8da086c,toll_station,20.169081,105.870207,Trạm thu phí Đồng Giao,Trạm thu phí Đồng Giao,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Đồng Giao | Trạm thu phí Đồng Giao,,,"5V9C+J3 Trạm thu phí Đồng Giao, Tam Điệp, Ninh Bình, Việt Nam",,,ChIJ9aUlTgBjNjER1BK2flcy2jw,colleague_google_maps_results,,,,,,
vn-toll-results-60cc0884d97283,toll_station,10.977884,106.744844,Trạm thu phí đường bộ số 1 DT743,Trạm thu phí đường bộ số 1 DT743,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí đường bộ số 1 DT743 | Trạm thu phí đường bộ số 1 DT743,,,"XPHV+5W4 Trạm thu phí đường bộ số 1 DT743, 743, An Phú, Hồ Chí Minh, Việt Nam",,,ChIJHTYT2hXadDEReqknAkN3-1c,colleague_google_maps_results,,,,,,
vn-toll-results-3a4913bba49761,toll_station,15.538297,108.453753,plaza toll tam ky,plaza toll tam ky,keep,current name is acceptable by rules,1,missing_province_context,plaza toll tam ky | plaza toll tam ky,,,"GFQ3+8G6 plaza toll tam ky, Unnamed, Road, Chiên Đàn, Đà Nẵng, Việt Nam",,,ChIJU4Wd203DaTEREUI6nHg_Juk,colleague_google_maps_results,,,,,,
vn-toll-results-0809040f917db9,toll_station,10.384581,107.064495,Điểm Thu Phí Bến Hải,Điểm Thu Phí Bến Hải,keep,current name is acceptable by rules,1,missing_province_context,Điểm Thu Phí Bến Hải | Điểm Thu Phí Bến Hải,,,"141 Trần Phú, Vũng Tàu, Hồ Chí Minh, Việt Nam",,,ChIJhwWo7VFudTERqFhI1qSzXQ0,colleague_google_maps_results,,,,,,
vn-toll-results-18d929834244af,toll_station,10.888675,106.700936,Trạm thu phí,Trạm thu phí,keep,current name is acceptable by rules,2,generic_name;missing_province_context,Trạm thu phí | Trạm thu phí,,,"Đại lộ Bình Dương, Lái Thiêu, Hồ Chí Minh, Việt Nam",,,ChIJNYjoPejXdDERJ3_G9c0UvxE,colleague_google_maps_results,,,,,,
vn-toll-results-389322d4f5b691,toll_station,10.430492,106.316667,Trạm thu phí,Trạm thu phí,keep,current name is acceptable by rules,2,generic_name;missing_province_context,Trạm thu phí | Trạm thu phí,,,"98R4+M2W Trạm thu phí, QL1A, Long Hưng, Đồng Tháp, Việt Nam",,,ChIJ2zzBQQC7CjEROWVW1EoOmb8,colleague_google_maps_results,,,,,,
