object_id,object_type,lat,lon,current_name,candidate_names,issue_types,rule_suggested_name,rule_suggested_action,ai_suggested_name,ai_action_original,ai_action_final,ai_confidence,ai_reason,final_review_decision,final_name,reviewer_note
vn-toll-results-16c530e1f92491,toll_station,20.538149,105.947656,Trạm thu phí Liêm Tuyền (Lối vào đi nam),Trạm thu phí Liêm Tuyền (Lối vào đi nam) | Trạm thu phí Liêm Tuyền (Lối vào đi nam),missing_province_context,Trạm thu phí Liêm Tuyền (Lối vào đi nam),keep,Trạm thu phí Liêm Tuyền,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thêm phần mô tả trong ngoặc.",keep,Trạm thu phí Liêm Tuyền (Lối vào đi nam),
vn-toll-results-cf024083593b52,toll_station,10.660347,106.726839,Trạm thu phí Long Thới,Trạm thu phí Long Thới | Trạm thu phí Long Thới,missing_province_context,Trạm thu phí Long Thới,keep,Trạm thu phí Long Thới,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Long Thới,
vn-toll-results-fe4d3c24e951ab,toll_station,10.786715,106.830901,Trạm thu phí Long Trường,Trạm thu phí Long Trường | Trạm thu phí Long Trường,missing_province_context,Trạm thu phí Long Trường,keep,Trạm thu phí Long Trường,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Long Trường,
vn-toll-results-a77105c244cb59,toll_station,10.859563,107.235763,Trạm thu phí Nút giao Cẩm Mỹ,Trạm thu phí Nút giao Cẩm Mỹ | Trạm thu phí Nút giao Cẩm Mỹ,missing_province_context,Trạm thu phí Nút giao Cẩm Mỹ,keep,Trạm thu phí Nút giao Cẩm Mỹ,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, chỉ thiếu thông tin tỉnh.",keep,Trạm thu phí Nút giao Cẩm Mỹ,
vn-toll-results-1c45c3fd6f4111,toll_station,10.896345,107.421286,Trạm thu phí Nút giao Xuân Lộc,Trạm thu phí Nút giao Xuân Lộc | Trạm thu phí Nút giao Xuân Lộc,missing_province_context,Trạm thu phí Nút giao Xuân Lộc,keep,Trạm thu phí Nút giao Xuân Lộc,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Nút giao Xuân Lộc,
vn-toll-results-c52faf9b348b92,toll_station,11.627912,108.898875,Trạm thu phí Phan Rang,Trạm thu phí Phan Rang | Trạm thu phí Phan Rang,missing_province_context,Trạm thu phí Phan Rang,keep,Trạm thu phí Phan Rang,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Phan Rang,
vn-toll-results-70c775f8a4e694,toll_station,10.791609,106.80744,Trạm thu phí Phú Hữu,Trạm thu phí Phú Hữu | Trạm thu phí Phú Hữu,missing_province_context,Trạm thu phí Phú Hữu,keep,Trạm thu phí Phú Hữu,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần bổ sung địa danh hoặc thông tin khác.",keep,Trạm thu phí Phú Hữu,
vn-toll-results-44baec63600db9,toll_station,11.564076,106.953961,Trạm thu phí Quốc lộ 14 - BP,Trạm thu phí Quốc lộ 14 - BP | Trạm thu phí Quốc lộ 14 - BP,missing_province_context,Trạm thu phí Quốc lộ 14 - BP,keep,Trạm thu phí Quốc lộ 14 - BP,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Quốc lộ 14 - BP,
vn-toll-results-4e016e7a8a920c,toll_station,21.094946,105.964594,Trạm thu phí Quốc lộ 1A,Trạm thu phí Quốc lộ 1A | Trạm thu phí Quốc lộ 1A,missing_province_context,Trạm thu phí Quốc lộ 1A,keep,Trạm thu phí Quốc lộ 1A,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Quốc lộ 1A,
vn-toll-results-e34a65c079e78f,toll_station,10.903162,106.844208,Trạm thu phí Quốc lộ 1A,Trạm thu phí Quốc lộ 1A | Trạm thu phí Quốc lộ 1A,missing_province_context,Trạm thu phí Quốc lộ 1A,keep,Trạm thu phí Quốc lộ 1A,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Quốc lộ 1A,
vn-toll-results-3daee83ecd2a3e,toll_station,21.457198,106.295906,Trạm thu phí Quốc Lộ,Trạm thu phí Quốc Lộ | Trạm thu phí Quốc Lộ,missing_province_context,Trạm thu phí Quốc Lộ,keep,Trạm thu phí Quốc Lộ,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, không cần thay đổi.",keep,Trạm thu phí Quốc Lộ,
vn-toll-results-fa75fee205f2ec,toll_station,20.000406,105.770482,Trạm thu phí Tống Sơn (Hà Lĩnh cũ),Trạm thu phí Tống Sơn (Hà Lĩnh cũ) | Trạm thu phí Tống Sơn (Hà Lĩnh cũ),missing_province_context,Trạm thu phí Tống Sơn (Hà Lĩnh cũ),keep,Trạm thu phí Tống Sơn,rename,keep,0.9,"Tên hiện tại có phần mô tả '(Hà Lĩnh cũ)' không cần thiết và không có trong nguồn Google, nên đề xuất loại bỏ để giữ tên ngắn gọn và rõ ràng hơn.",keep,Trạm thu phí Tống Sơn (Hà Lĩnh cũ),Human override: keep Google/current name; IC/parenthetical info may be useful.
vn-toll-results-0e3b2adaf70013,toll_station,11.304399,108.725077,Trạm thu phí Vĩnh Hảo,Trạm thu phí Vĩnh Hảo | Trạm thu phí Vĩnh Hảo,missing_province_context,Trạm thu phí Vĩnh Hảo,keep,Trạm thu phí Vĩnh Hảo,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Vĩnh Hảo,
vn-toll-results-6783d7fc7181dc,toll_station,10.2664,105.874324,Trạm thu phí cầu Nguyễn Huệ,Trạm thu phí cầu Nguyễn Huệ | Trạm thu phí cầu Nguyễn Huệ,missing_province_context,Trạm thu phí cầu Nguyễn Huệ,keep,Trạm thu phí cầu Nguyễn Huệ,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không có bằng chứng sai lệch.",keep,Trạm thu phí cầu Nguyễn Huệ,
vn-toll-results-3fe3affe0cc9b6,toll_station,10.408434,105.859615,Trạm thu phí cầu Thanh Mỹ,Trạm thu phí cầu Thanh Mỹ | Trạm thu phí cầu Thanh Mỹ,missing_province_context,Trạm thu phí cầu Thanh Mỹ,keep,Trạm thu phí cầu Thanh Mỹ,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí cầu Thanh Mỹ,
vn-toll-results-e676b2fb54426d,toll_station,21.583927,105.865876,Trạm thu phí cầu treo Huống,Trạm thu phí cầu treo Huống | Trạm thu phí cầu treo Huống,missing_province_context,Trạm thu phí cầu treo Huống,keep,Trạm thu phí cầu treo Huống,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí cầu treo Huống,
vn-toll-results-77badfc41b20d1,toll_station,10.902997,106.843788,Trạm thu phí cầu Đồng Nai,Trạm thu phí cầu Đồng Nai | Trạm thu phí cầu Đồng Nai,missing_province_context,Trạm thu phí cầu Đồng Nai,keep,Trạm thu phí cầu Đồng Nai,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí cầu Đồng Nai,
vn-toll-results-902e161ae6a10c,toll_station,14.043348,109.027487,Trạm thu phí nút giao ĐT.634,Trạm thu phí nút giao ĐT.634 | Trạm thu phí nút giao ĐT.634,missing_province_context,Trạm thu phí nút giao ĐT.634,keep,Trạm thu phí nút giao ĐT.634,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí nút giao ĐT.634,
vn-toll-results-50257b7477bc9a,toll_station,10.660289,106.654482,Trạm thu phí số 03,Trạm thu phí số 03 | Trạm thu phí số 03,missing_province_context,Trạm thu phí số 03,keep,Trạm thu phí số 03,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí số 03,
vn-toll-results-7c4a93dd56bb9f,toll_station,11.031479,106.7755,Trạm thu phí số 3,Trạm thu phí số 3 | Trạm thu phí số 3,missing_province_context,Trạm thu phí số 3,keep,Trạm thu phí số 3,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không có bằng chứng sai lệch.",keep,Trạm thu phí số 3,
vn-toll-results-329cb8981a939e,toll_station,10.393306,106.143552,Trạm thu phí tuyến tránh TX Cai Lậy,Trạm thu phí tuyến tránh TX Cai Lậy | Trạm thu phí tuyến tránh TX Cai Lậy,missing_province_context,Trạm thu phí tuyến tránh TX Cai Lậy,keep,Trạm thu phí tuyến tránh TX Cai Lậy,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí tuyến tránh TX Cai Lậy,
vn-toll-results-6539ebfe9288e9,toll_station,17.939489,106.477189,Trạm thu phí Đèo Ngang,Trạm thu phí Đèo Ngang | Trạm thu phí Đèo Ngang,missing_province_context,Trạm thu phí Đèo Ngang,keep,Trạm thu phí Đèo Ngang,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Đèo Ngang,
vn-toll-results-70491e7c25f059,toll_station,10.879647,106.911861,Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân (Trạm Phước Tân),Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân (Trạm Phước Tân) | Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân (Trạm Phước Tân),missing_province_context,Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân (Trạm Phước Tân),keep,Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Đường chuyên dùng vận chuyển VLXD Phước Tân (Trạm Phước Tân),
vn-toll-results-c86839a8da086c,toll_station,20.169081,105.870207,Trạm thu phí Đồng Giao,Trạm thu phí Đồng Giao | Trạm thu phí Đồng Giao,missing_province_context,Trạm thu phí Đồng Giao,keep,Trạm thu phí Đồng Giao,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Đồng Giao,
vn-toll-results-60cc0884d97283,toll_station,10.977884,106.744844,Trạm thu phí đường bộ số 1 DT743,Trạm thu phí đường bộ số 1 DT743 | Trạm thu phí đường bộ số 1 DT743,missing_province_context,Trạm thu phí đường bộ số 1 DT743,keep,Trạm thu phí đường bộ số 1 DT743,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí đường bộ số 1 DT743,
vn-toll-results-3a4913bba49761,toll_station,15.538297,108.453753,plaza toll tam ky,plaza toll tam ky | plaza toll tam ky,missing_province_context,plaza toll tam ky,keep,Plaza Toll Tam Kỳ,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,plaza toll tam ky,
vn-toll-results-0809040f917db9,toll_station,10.384581,107.064495,Điểm Thu Phí Bến Hải,Điểm Thu Phí Bến Hải | Điểm Thu Phí Bến Hải,missing_province_context,Điểm Thu Phí Bến Hải,keep,Điểm Thu Phí Bến Hải,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Điểm Thu Phí Bến Hải,
vn-toll-results-18d929834244af,toll_station,10.888675,106.700936,Trạm thu phí,Trạm thu phí | Trạm thu phí,generic_name;missing_province_context,Trạm thu phí,keep,Trạm thu phí,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google, không có bằng chứng sai lệch.",keep,Trạm thu phí,
vn-toll-results-389322d4f5b691,toll_station,10.430492,106.316667,Trạm thu phí,Trạm thu phí | Trạm thu phí,generic_name;missing_province_context,Trạm thu phí,keep,Trạm thu phí,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google, mặc dù có vấn đề về tính chung chung và thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí,
